Species,wet_mass_g,wet_mass_kg,BMR,BMR_unit,temperature,temperature_unit,Food,Habitat,Torpor,Islands,Mountains,source_file,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Gyrinophilus danielsi,1.93,0.0019299999999999,0.00059058,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Hyla arborea,3.23,0.00323,0.0015213299999999,W,18.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Hyperolius tuberilinguis,1.0,0.001,0.000632,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Hyperolius viridiflavus,1.0,0.001,0.00056,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Kaloula pulchra,0.9,0.0009,0.0006984,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Kassina senegalensis,30.7,0.0306999999999999,0.0065698,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Lepidobatrachus llanensis,6.25,0.00625,0.00263125,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Triturus vulgaris,8.75,0.00875,0.00903875,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Mannophryne trinitatis,5.1,0.0050999999999999,0.0032589,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Necturus maculosus,125.0,0.125,0.01375,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Notophthalmus viridescens,3.0,0.003,0.001116,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Occidozyga martensii,9.3,0.0093,0.0027063,W,35.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Odontophrynus americanus,15.24,0.01524,0.00452628,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Osteopilus septentrionalis,5.0,0.005,0.00273,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Plethodon cinereus,0.6,0.0006,0.0001697999999999,W,17.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Plethodon dorsalis,0.69,0.00069,0.00013248,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Plethodon glutinosus,5.01,0.00501,0.00137775,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Plethodon jordani,3.1,0.0031,0.0007254,W,5.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Plethodon neomexicanus,2.47,0.00247,0.00083733,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Pseudacris nigrita,1.0,0.001,0.0009,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudacris triseriata,0.94,0.00094,0.0003807,W,5.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudobranchus striatus,2.19,0.00219,0.00061977,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Pseudoeurycea brunnata,3.33,0.00333,0.0080585999999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudoeurycea cochranae,2.23,0.0022299999999999,0.0005619599999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudoeurycea gadovii,2.88,0.0028799999999999,0.0010425599999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudoeurycea goebeli,3.78,0.00378,0.00097902,W,5.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudoeurycea leprosa,2.46,0.00246,0.00068388,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudoeurycea rex,1.86,0.00186,0.00048174,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pseudotriton ruber,10.81,0.01081,0.00184851,W,5.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Pyxicephalus adspersus,562.3,0.5622999999999999,0.1180829999999999,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Rana arvalis,17.0,0.017,0.011458,W,5.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Rana muscosa,13.5,0.0135,0.0029295,W,4.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Rana temporaria,39.0,0.039,0.0034319999999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Rhyacotriton olympicus,2.6,0.0026,0.0030627999999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Salamandra salamandra,75.0,0.075,0.012825,W,16.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Scaphiopus couchii,24.6,0.0246,0.0138743999999999,W,21.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Siren intermedia,13.7,0.0136999999999999,0.0025070999999999,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Siren lacertina,269.0,0.269,0.016947,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Smilisca baudinii,23.7,0.0237,0.0194339999999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Taricha granulosa,6.56,0.00656,0.0019745599999999,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Taricha rivularis,10.83,0.01083,0.0036822,W,15.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Taricha torosa,9.87,0.0098699999999999,0.0016186799999999,W,10.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Telmatobius culeus,122.3,0.1222999999999999,0.0313088,W,10.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Telmatobius marmoratus,18.4,0.0184,0.0167992,W,10.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Triturus cristatus,7.0,0.007,0.007035,W,10.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Typhlonectes compressicauda,30.62,0.03062,0.00802244,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Xenopus laevis,139.0,0.139,0.031553,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5277.98927736548,-5530.505622336774,756.6604932171252,-2860.4578770241314,5849.418916810871,1.3374586143008995,44.54932743689852,159.21646508641817,0.0325484517944158,0.0441670856705277
Picrophilus oshimae,1e-12,1e-15,1.5026019100214137e-15,W,60.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Picrophilus oshimae,1e-12,1e-15,4.331029034767604e-15,W,60.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Halobacterium salinarum,3.9e-12,3.9e-15,4.6878e-14,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Picrophilus oshimae,1e-12,1e-15,2.21e-15,W,60.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Methanobacterium formicicum,1.7726681984806469e-12,1.7726681984806466e-15,1.4736905609761653e-13,W,38.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Vibrio natriegens,4.166666666666667e-12,4.166666666666667e-15,1.1752432604497675e-11,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Acholeplasma laidlawii,1.4e-14,1.4e-17,5.484468548765583e-18,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Acholeplasma laidlawii,1.4e-14,1.4e-17,4.3266362995817365e-17,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Azospirillum brasilense,1e-12,1e-15,7.834955069665118e-15,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Azospirillum brasilense,1e-12,1e-15,4.5703904573046523e-14,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Azospirillum lipoferum,4e-12,4e-15,3.133982027866047e-14,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Azospirillum lipoferum,4e-12,4e-15,1.950033261783318e-13,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Azotobacter chroococcum,1.2e-11,1.2e-14,2.5455844122715708e-11,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Bacillus cereus,3.7e-12,3.7e-15,5.4942196898194735e-14,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Bacillus cereus,3.7e-12,3.7e-15,2.511643286774617e-13,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Bacillus licheniformis,8e-13,8e-16,7.591200911942204e-14,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Bacillus subtilis,1.1000000000000002e-12,1.1000000000000001e-15,9.097253386444498e-14,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Bdellovibrio bacteriovorus,5e-13,5e-16,6.363961030678928e-15,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959072,1405.5676149126823,-20.064005201490037,6.539751420973831,9.705087477975756,0.010945885948391,1.7019392894482206,-0.1712138264519842,-0.0004447281009547,-0.0049877460595626
Bdellovibrio bacteriovorus,5e-13,5e-16,9.899494936611664e-15,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959072,1405.5676149126823,-20.064005201490037,6.539751420973831,9.705087477975756,0.010945885948391,1.7019392894482206,-0.1712138264519842,-0.0004447281009547,-0.0049877460595626
Bradyrhizobium japonicum,6.999999999999999e-13,6.999999999999999e-16,3.50130526863902e-16,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.06400520153476,6.539751420993848,9.705087477999092,0.0109458859554337,1.7019392894236518,-0.171213826323991,-0.0004447281137898,-0.0049877460864477
Desulfobulbus propionicus,1.8e-12,1.8e-15,4.709331162702407e-15,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959145,1405.5676149129683,-20.06400519866149,6.539751420523887,9.705087477348014,0.0109458851800531,1.7019392893302006,-0.1712138264066565,-0.0004447285584433,-0.0049877458484537
Desulfobulbus propionicus,1.8e-12,1.8e-15,3.5638181771802e-14,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959145,1405.5676149129683,-20.06400519866149,6.539751420523887,9.705087477348014,0.0109458851800531,1.7019392893302006,-0.1712138264066565,-0.0004447285584433,-0.0049877458484537
Desulfovibrio desulfuricans,1.5e-12,1.5000000000000001e-15,7.106423150924802e-15,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201531764,6.539751421142134,9.70508747798261,0.0109458859723199,1.7019392891846743,-0.171213826670729,-0.0004447280988336,-0.0049877465252584
Enterococcus cecorum,4e-13,4e-16,7.071067811865475e-16,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Enterococcus cecorum,4e-13,4e-16,2.5455844122715707e-14,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Escherichia coli,1.2e-12,1.2e-15,4.6487400080013024e-15,W,37.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Escherichia coli,1.2e-12,1.2e-15,2.2160599440208493e-13,W,32.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
Lactococcus lactis,2e-13,2e-16,2.1213203435596423e-16,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,79477.02107959143,1405.5676149128533,-20.064005201534744,6.539751420996852,9.705087477997589,0.0109458859461693,1.701939289464783,-0.1712138264529909,-0.0004447281122294,-0.0049877460618124
